 	Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
1	2413	2164	2413	1200	456057	189	0	189	189	189	974.157	260.544	8.454	9.068	3.114	8.567	974.153	260.544	8.454	960	254	1	30	17	20
2	660	812	660	415	125400	190	0	190	190	190	953.948	263.335	6.724	5.259	1.575	5.394	953.951	263.335	6.724	949	258	1	13	14	12
3	3737	3816	3737	1990	979094	262	0	262	262	262	936.927	266.054	12.940	9.646	3.014	9.746	936.923	266.054	12.940	927	258	1	24	20	29
4	6813	4712	6813	2644	3767589	553	0	553	553	553	997.664	265.680	13.594	11.962	2.940	12.121	997.669	265.680	13.594	985	252	1	22	29	29
5	3166	3010	3166	1591	2124386	671	0	671	671	671	846.868	282.481	16.243	10.964	4.054	10.739	846.866	282.479	16.243	836	270	1	24	32	29
6	5178	4366	5178	2346	4183824	808	0	808	808	808	966.943	293.325	15.037	11.583	3.558	11.072	966.939	293.325	15.037	958	273	1	20	38	29
7	12415	10442	12415	5525	8355295	673	0	673	673	673	951.793	291.059	13.911	15.539	5.081	15.193	951.794	291.058	13.911	934	268	1	31	56	29
8	6737	6184	6737	3315	1300241	193	0	193	193	193	911.550	271.846	13.379	11.368	3.328	11.321	911.529	271.846	13.379	898	261	1	29	27	29
9	1673	1574	1673	853	145551	87	0	87	87	87	975.419	273.221	7.391	7.556	2.390	7.529	975.420	273.221	7.391	962	266	1	23	19	19
10	2401	2034	2401	1134	1613472	672	0	672	672	672	980.724	285.663	14.142	8.956	2.631	8.803	980.714	285.663	14.142	974	276	1	15	18	29
11	555	566	555	320	146520	264	0	264	264	264	811.640	294.209	8.845	4.844	1.173	4.727	811.640	294.209	8.845	808	288	1	9	11	13
12	3614	3190	3614	1709	1662440	460	0	460	460	460	824.061	295.726	12.170	10.348	3.536	9.817	824.061	295.727	12.170	815	281	1	21	32	29
13	7843	5700	7843	3124	6368516	812	0	812	812	812	979.453	305.616	14.710	12.334	2.621	12.116	979.448	305.615	14.710	967	289	1	26	34	29
14	603	926	603	433	117585	195	0	195	195	195	882.028	293.451	7.769	5.305	1.745	5.196	882.028	293.451	7.769	875	287	1	15	16	14
15	2453	3018	2453	1464	475882	194	0	194	194	194	870.821	287.753	9.666	9.123	2.959	9.200	870.824	287.753	9.666	860	274	1	23	27	22
16	1123	1656	1123	769	220108	196	0	196	196	196	848.338	305.630	8.389	6.668	2.524	6.424	848.334	305.630	8.389	839	296	1	23	21	16
17	1586	1568	1586	833	142740	90	0	90	90	90	261.997	300.876	7.622	7.593	2.386	7.431	261.996	300.876	7.622	251	296	1	23	13	16
